pm_signal,asset,optimal_h,beta_optimal,p_optimal
FED_DELTA,Gold_chg,2,-0.00039755710360599573,0.0362106363430949
FED_DELTA,SPY_chg,1,0.0010989576476594278,0.03701817477554614
GDP_DELTA,Gold_chg,6,-0.001074707649155176,0.0553117822718537
GDP_DELTA,Oil_chg,2,0.0017185364636260483,0.05863293530001125
INF_MONTHLY_DELTA,Gold_chg,2,-0.008254289039460185,0.03701140922837628
INF_MONTHLY_DELTA,Oil_chg,5,0.04808742566972106,0.027284068560667608
UNEMPLOYMENT_DELTA,SPY_chg,6,-0.03487864906346293,0.016550143934214376
