Date,SPY_chg,QQQ_chg,Gold_chg,Oil_chg,DXY_chg,BTC_chg,VIX_chg,SP500_fut_chg,US2Y_chg,US10Y_chg,is_weekend,hour_utc,dow_utc,Ann_CPI,Ann_Employment,Ann_FOMC,Ann_GDP,FED_DELTA,GDP_DELTA,UNEMPLOYMENT_DELTA,INF_YEARLY_DELTA,INF_MONTHLY_DELTA,fed_market_start,fed_market_end,gdp_market_start,gdp_market_end,labor_market_start,labor_market_end,inf_yearly_market_start,inf_yearly_market_end,inf_monthly_market_start,inf_monthly_market_end,FED_DELTA_is_missing,GDP_DELTA_is_missing,UNEMPLOYMENT_DELTA_is_missing,INF_YEARLY_DELTA_is_missing,INF_MONTHLY_DELTA_is_missing
2025-03-08 21:00:00+00:00,,,,,,,,,,,1,21,5,0,0,0,0,-0.0055957104771664,-0.0042130235601973,0.0007814349988137,-0.0010000000000047,-0.0009549662876793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-08 22:00:00+00:00,,,,,,,,,,,1,22,5,0,0,0,0,-0.0014296035251959,-0.018324607329859,0.0031210040255587,0.0,0.0058879212709825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-08 23:00:00+00:00,,,,,,,,,,,1,23,5,0,0,0,0,-0.0081983644626202,-0.005235602094217,0.0,0.4134999999999991,0.0006133222942992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 00:00:00+00:00,,,,,,,,,,,1,0,6,0,0,0,0,0.025161062075302,0.0176459181694781,-0.0037963944856755,-0.0150000000000005,-0.0003129421339167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 01:00:00+00:00,,,,,,,,,,,1,1,6,0,0,0,0,-0.0083208520552524,0.0111498933488292,-0.0023657289002443,-0.038499999999999,0.0003190846370983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 02:00:00+00:00,,,,,,,,,,,1,2,6,0,0,0,0,0.0130998097460981,0.0041857547992805,0.0,0.0010000000000047,-0.001938846495662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 03:00:00+00:00,,,,,,,,,,,1,3,6,0,0,0,0,-0.0055697027284775,-0.0434527705060929,0.0,0.0,-0.0002796853880369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 04:00:00+00:00,,,,,,,,,,,1,4,6,0,0,0,0,-0.0001223654104922,0.0297740424359318,0.0,0.0,-0.0002412231231261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 05:00:00+00:00,,,,,,,,,,,1,5,6,0,0,0,0,-0.061364458964336,-0.1059597523219935,0.0,-0.0010000000000047,-0.0009121452247171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 06:00:00+00:00,,,,,,,,,,,1,6,6,0,0,0,0,-0.0120483324844364,-0.0442969870875202,0.0007962697274024,0.0234999999999985,-0.00039450119516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 07:00:00+00:00,,,,,,,,,,,1,7,6,0,0,0,0,0.0237206052557823,0.0110336817653973,0.0,-0.0559999999999973,0.0006369361959173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 08:00:00+00:00,,,,,,,,,,,1,8,6,0,0,0,0,0.0550035089601816,0.0,0.0,0.0010000000000047,-0.0005030000816788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 09:00:00+00:00,,,,,,,,,,,1,9,6,0,0,0,0,-0.0288845654102694,0.0244963369963642,0.0,0.019999999999996,0.0012188545835698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 10:00:00+00:00,,,,,,,,,,,1,10,6,0,0,0,0,0.0153123688383054,-0.02666083916084,0.0,-0.0374999999999943,-0.0013012296222711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-09 11:00:00+00:00,,,,,,,,,,,1,11,6,0,0,0,0,-0.0112017415289908,0.0167464114832398,-0.0007962697274024,0.0064999999999884,0.0011803384935831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
