pm_signal,asset,h,n,beta_pm,p_hc3,r,mean_dir,p_dir
FED_DELTA,Gold_chg,2,589,-0.00039755710360599573,0.0362106363430949,-0.08816143365515447,-0.00018166485468367323,0.16167404555168408
FED_DELTA,SPY_chg,1,266,0.0010989576476594278,0.03701817477554614,0.1819115008453664,0.00013438349631693375,0.6268911730603779
FED_DELTA,SPY_chg,3,249,0.0011278845901658363,0.06824482866339804,0.1585852491301973,0.0008234769123005991,0.014393130955886338
GDP_DELTA,Gold_chg,6,548,-0.001074707649155176,0.0553117822718537,-0.05457845699402656,-3.348104471581382e-05,0.834924482169048
GDP_DELTA,Oil_chg,2,551,0.0017185364636260483,0.05863293530001125,0.04508309399234495,5.4700960927693395e-05,0.8630657149497156
GDP_DELTA,Oil_chg,3,545,-0.0010045965590012957,0.09319175246961595,-0.0419206394670096,-0.00010227345562285962,0.6130596066922177
UNEMPLOYMENT_DELTA,SPY_chg,6,131,-0.03487864906346293,0.016550143934214376,-0.11588463033651149,-0.00042662218351984806,0.1995889949103418
INF_MONTHLY_DELTA,Gold_chg,2,486,-0.008254289039460185,0.03701140922837628,-0.08241899125142935,9.77949656700545e-05,0.38593367971606296
INF_MONTHLY_DELTA,Oil_chg,5,467,0.04808742566972106,0.027284068560667608,0.25512522587059294,0.00014334925716287042,0.490873092121792
